PV,Hydropower
0.00018261,-0.397338882
0,-0.344438427
0,-0.17515697
0,-0.058775969
0,-0.397338882
0,-0.661841159
0,-0.587780521
0,-0.513719884
0,-0.704161523
0,-0.651261067
0,-0.418499064
0,-0.492559702
0,-0.661841159
0,-0.407918973
0,-0.344438427
0,-0.418499064
0,-0.291537972
0,0.036444851
0,0.396167946
0,0.205726308
0,0.586609585
0,-0.027035696
0,-0.090516242
0,0.142245761
0,0.279786945
0,-0.47139952
0,-0.651261067
0,-0.704161523
0,-0.67242125
0,-0.661841159
0,-0.280957881
0,-0.111676424
0,-0.407918973
0,-0.344438427
0,-0.344438427
0,-0.503139793
0,-0.587780521
0,-0.3761787
0,-0.57720043
0,-0.651261067
0,-0.725321705
0,-0.661841159
0,-0.704161523
0,-0.481979611
0,-0.386758791
0,-0.206897243
0,0.322107309
0,0.300947127
0,0.216306399
0,-0.344438427
0,-0.344438427
0,-0.503139793
0,-0.714741614
0,-0.683001341
0,-0.67242125
0,-0.746481887
0,-0.556040248
0,-0.397338882
0,-0.640680976
0,-0.344438427
0,-0.418499064
0.011739,-0.344438427
0.011739,-0.397338882
